"","year(datosmeteo$Date)","month(datosmeteo$Date)","day(datosmeteo$Date)","mean(HiTemp)","mean(LowTemp)","mean(OutHum, na.rm = TRUE)","mean(WindSpeed)","sum(SunLight)"
"298",2015,10,25,26.7833333333333,25.5708333333333,90.2083333333333,0.120833333333333,12
"299",2015,10,26,26.7166666666667,25.95,89.2916666666667,0.208333333333333,13
"300",2015,10,27,25.7791666666667,24.7458333333333,91.7083333333333,0.05,13
"301",2015,10,28,26.35,25.2208333333333,90,0,13
"302",2015,10,29,27.4,26.3916666666667,87.5833333333333,0.0166666666666667,13
"303",2015,10,30,27.3666666666667,26.3666666666667,87.125,0.05,13
"304",2015,10,31,28.025,26.9916666666667,80.9583333333333,0.366666666666667,13
"305",2015,11,1,27.0625,26.025,88.25,0.0833333333333333,13
"306",2015,11,2,26.7041666666667,25.6291666666667,90.875,0.0333333333333333,13
"307",2015,11,3,26.9375,25.825,88.2916666666667,0.104166666666667,13
"308",2015,11,4,26.7958333333333,25.8083333333333,88.5416666666667,0.075,13
"309",2015,11,5,25.7125,24.7291666666667,93.25,0.0333333333333333,13
"310",2015,11,6,27.0208333333333,26.0041666666667,88.25,0.05,13
"311",2015,11,7,27.8833333333333,26.8083333333333,81.2916666666667,0.420833333333333,13
"312",2015,11,8,27.7833333333333,26.6166666666667,82.625,0.3875,13
"313",2015,11,9,27.6208333333333,26.6791666666667,84.4166666666667,0.416666666666667,13
"314",2015,11,10,26.5791666666667,25.5166666666667,88.4166666666667,0.320833333333333,12
"315",2015,11,11,26.6375,25.8375,88.7916666666667,0.125,13
"316",2015,11,12,27.2375,26.2375,87.125,0.0666666666666667,13
"317",2015,11,13,27.8333333333333,26.8541666666667,86.125,0.108333333333333,13
"318",2015,11,14,28.3166666666667,27.3791666666667,79.4166666666667,0.608333333333333,13
"319",2015,11,15,27.6291666666667,26.6333333333333,82.5833333333333,0.529166666666667,13
"320",2015,11,16,27.0208333333333,26.0208333333333,88.9166666666667,0.104166666666667,12
"321",2015,11,17,25.8416666666667,24.9333333333333,92.5,0.170833333333333,13
"322",2015,11,18,26.6041666666667,25.5833333333333,88.75,0.0333333333333333,13
"323",2015,11,19,26.9416666666667,25.8791666666667,90.25,0.0166666666666667,13
"324",2015,11,20,26.2166666666667,25.25,93.5,0.0166666666666667,13
"325",2015,11,21,26.6291666666667,25.7041666666667,90.2916666666667,0.104166666666667,13
"326",2015,11,22,25.9458333333333,24.95,89.5833333333333,0.2,12
"327",2015,11,23,27.15,26.2541666666667,78,1.16666666666667,13
"328",2015,11,24,28.45,27.4333333333333,68.625,1.67916666666667,13
