Date,Time,TempOut,HiTemp,LowTemp,OutHum,DewPt.,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar  ,Rain,RainRate,SolarRad.,SolarEnergy,Hi SolarRad. ,UV Index,UV Dose,Hi UV ,HeatD-D ,CoolD-D ,In Temp,InHum,In Dew,In Heat,In EMC,In AirDensity,ET ,WindSamp,WindTx ,ISS Recept,Arc.Int.
6/5/15,11:00 PM,27.2,28.2,27.2,74,22.1,1.6,SE,1.61,11.3,S,27.2,29.4,29.4,---,745.9,0,0,0,0,0,---,---,---,0,0.368,21,42,7.6,19.7,8.05,1.166,0.05,1256,1,91.8,60
7/5/15,12:00 AM,26.2,27.2,26.2,79,22.3,1.6,SSW,1.61,6.4,SSE,26.2,28.3,28.3,---,745.5,0,0,0,0,0,---,---,---,0,0.329,20.7,38,5.9,19.2,7.55,1.1678,0.03,1280,1,93.6,60
7/5/15,1:00 AM,25.1,26.2,25.1,87,22.7,0,SSW,0,3.2,SSW,25.1,27.2,27.2,---,745.2,0,0,0,0,0,---,---,---,0,0.28,21.1,40,6.9,19.6,7.75,1.1652,0.03,1284,1,93.9,60
7/5/15,2:00 AM,24.5,25.1,24.5,90,22.8,0,SSW,0,3.2,SSW,24.5,26.4,26.4,---,744.6,0,0,0,0,0,---,---,---,0,0.257,20.8,41,7,19.4,7.95,1.1653,0,1283,1,93.8,60
7/5/15,3:00 AM,24,24.5,24,91,22.4,0,SSW,0,3.2,SSW,24,25.9,25.9,---,744.4,0,0,0,0,0,---,---,---,0,0.236,20.8,42,7.4,19.5,8.06,1.1646,0,1293,1,94.5,60
7/5/15,4:00 AM,23.6,24,23.6,92,22.2,0,SSW,0,3.2,SSW,23.6,25.3,25.3,---,744.7,0,0,0,0,0,---,---,---,0,0.22,19.8,39,5.5,18.4,7.7,1.1704,0,1324,1,96.8,60
7/5/15,5:00 AM,23.2,23.6,23.2,94,22.1,0,SSW,0,3.2,SSW,23.2,24.7,24.7,---,745.2,0,0,0,0,0,---,---,---,0,0.201,19.2,39,4.9,17.7,7.72,1.1744,0,1310,1,95.8,60
7/5/15,6:00 AM,23.4,23.4,23,93,22.2,1.6,SW,1.61,4.8,SW,23.4,24.9,24.9,---,745.7,0.25,0,15,1.29,62,---,---,---,0,0.211,19.7,43,6.8,18.6,8.25,1.1714,0,1335,1,97.6,60
7/5/15,7:00 AM,27.2,27.2,23.4,77,22.8,1.6,NW,1.61,4.8,WNW,27.2,29.8,29.8,---,746,0,0,143,12.3,267,---,---,---,0,0.368,19.3,40,5.4,17.9,7.81,1.1746,0.1,1341,1,98,60
7/5/15,8:00 AM,30.4,30.4,27.2,64,22.8,1.6,NW,1.61,8,SSW,30.4,34.7,34.7,---,746.3,0,0,382,32.86,506,---,---,---,0,0.502,20,40,6,18.7,7.79,1.1719,0.25,1325,1,96.9,60
7/5/15,9:00 AM,32.9,33.1,30.4,53,22,1.6,WSW,1.61,6.4,SW,32.9,37.3,37.3,---,746,0,0,597,51.35,691,---,---,---,0,0.606,20.6,38,5.8,19.1,7.55,1.1692,0.43,1363,1,99.6,60
7/5/15,10:00 AM,34.4,34.8,32.8,48,21.8,3.2,WSW,3.22,22.5,E,34.4,39.1,39.1,---,745.6,0,0,748,64.34,849,---,---,---,0,0.671,21.7,43,8.6,20.6,8.21,1.1618,0.56,1378,1,100,60
7/5/15,11:00 AM,35.4,35.6,34.3,43,20.9,4.8,ENE,4.83,17.7,NE,35.4,39.6,39.6,---,745.2,0,0,868,74.66,956,---,---,---,0,0.711,22.8,41,8.9,22.2,7.83,1.1566,0.66,1345,1,98.3,60
7/5/15,12:00 PM,36.6,36.6,35.3,41,21.2,6.4,E,6.44,20.9,ENE,36.6,41.4,41.4,---,744.4,0,0,954,82.05,969,---,---,---,0,0.762,23.4,41,9.4,22.9,7.79,1.1528,0.74,1369,1,100,60
7/5/15,1:00 PM,36.6,36.8,36.2,41,21.2,8,E,8.05,20.9,NE,36.6,41.4,41.4,---,743.9,0,0,930,79.99,990,---,---,---,0,0.762,23.5,38,8.4,22.9,7.38,1.1525,0.74,1375,1,100,60
7/5/15,2:00 PM,36.6,36.7,35.9,40,20.8,8,E,8.05,22.5,ENE,36.6,41.1,41.1,---,743.4,0,0,815,70.1,893,---,---,---,0,0.762,24.1,39,9.3,23.6,7.54,1.1484,0.69,1358,1,99.3,60
7/5/15,3:00 PM,36.7,36.7,36.3,41,21.3,6.4,ENE,6.44,19.3,ENE,36.7,41.7,41.7,---,742.9,0,0,649,55.82,733,---,---,---,0,0.766,25.2,38,9.8,24.7,7.3,1.143,0.53,1358,1,99.3,60
7/5/15,4:00 PM,34.4,36.7,34.4,49,22.2,8,E,8.05,25.7,NE,34.4,39.4,39.4,---,743,0,0,341,29.33,540,---,---,---,0,0.671,24.3,37,8.7,23.7,7.24,1.1477,0.33,1360,1,99.4,60
7/5/15,5:00 PM,33.3,34.5,33.3,51,21.8,8,E,8.05,20.9,ENE,33.3,37.5,37.5,---,743.4,0,0,149,12.82,258,---,---,---,0,0.623,23.7,35,7.3,23.1,6.96,1.1516,0.18,1332,1,97.4,60
7/5/15,6:00 PM,30.9,33.3,30.9,59,21.9,8,E,8.05,24.1,E,30.9,34.4,34.4,---,744.1,0,0,25,2.15,62,---,---,---,0,0.523,22.2,34,5.6,20.8,6.81,1.1602,0.1,1343,1,98.2,60
7/5/15,7:00 PM,30,30.9,30,65,22.7,8,E,8.05,24.1,ENE,30,34.1,34.1,---,744.6,0,0,0,0,0,---,---,---,0,0.486,21.8,36,6,20.3,7.2,1.1621,0.05,1356,1,99.1,60
7/5/15,8:00 PM,29.6,30,29.6,65,22.3,8,E,8.05,20.9,ENE,29.6,33.2,33.2,---,744.8,0,0,0,0,0,---,---,---,0,0.47,22.4,38,7.4,21.3,7.46,1.159,0.08,1365,1,99.8,60
7/5/15,9:00 PM,29,29.6,29,67,22.2,9.7,E,9.66,30.6,NNE,29,32.4,32.4,---,745.3,0,0,0,0,0,---,---,---,0,0.444,21.7,37,6.4,20.3,7.33,1.1632,0.08,1352,1,98.8,60
7/5/15,10:00 PM,28.8,29,28.7,67,22,9.7,E,9.66,32.2,ENE,28.8,31.9,31.9,---,745.2,0,0,0,0,0,---,---,---,0,0.435,21.9,39,7.4,20.7,7.62,1.1613,0.08,1360,1,99.4,60
7/5/15,11:00 PM,28.2,28.9,28.2,69,22,9.7,ENE,9.66,29,E,28.2,30.9,30.9,---,744.9,0,0,0,0,0,---,---,---,0,0.412,21.9,41,8,20.7,7.89,1.1605,0.08,1364,1,99.7,60
8/5/15,12:00 AM,28.2,28.3,28.1,69,21.9,11.3,ENE,11.27,33.8,E,28.2,30.8,30.8,---,744.7,0,0,0,0,0,---,---,---,0,0.41,20.9,38,6,19.3,7.55,1.1657,0.08,1364,1,99.7,60
8/5/15,1:00 AM,28,28.2,27.9,69,21.8,9.7,E,9.66,24.1,ENE,28,30.5,30.5,---,744.3,0,0,0,0,0,---,---,---,0,0.403,20.7,39,6.3,19.3,7.66,1.1656,0.08,1352,1,98.8,60
8/5/15,2:00 AM,27.9,28.2,27.9,69,21.7,8,E,8.05,24.1,NE,27.9,30.4,30.4,---,744,0,0,0,0,0,---,---,---,0,0.4,20.8,40,6.7,19.4,7.76,1.1644,0.08,1351,1,98.8,60
8/5/15,3:00 AM,27.9,27.9,27.8,67,21.2,8,ENE,8.05,25.7,NE,27.9,30.1,30.1,---,743.8,0,0,0,0,0,---,---,---,0,0.4,21.1,42,7.6,19.7,8.05,1.1625,0.08,1347,1,98.5,60
8/5/15,4:00 AM,27.8,28,27.8,69,21.6,8,E,8.05,29,ESE,27.8,30.2,30.2,---,744,0,0,0,0,0,---,---,---,0,0.396,20.8,44,8.1,19.6,8.35,1.1635,0.08,1346,1,98.4,60
8/5/15,5:00 AM,27.7,27.9,26.7,69,21.5,3.2,NW,3.22,25.7,N,27.7,29.9,29.9,---,744.4,0,0,0,0,0,---,---,---,0,0.391,19.9,39,5.6,18.6,7.69,1.1695,0.05,1362,1,99.6,60
8/5/15,6:00 AM,28.4,28.4,27.7,68,22,8,E,8.05,24.1,N,28.4,31.3,31.3,---,745,0,0,15,1.29,58,---,---,---,0,0.421,20.1,39,5.7,18.7,7.69,1.1695,0.05,1349,1,98.6,60
8/5/15,7:00 AM,29.9,29.9,28.4,62,21.8,8,E,8.05,27.4,NE,29.9,33.2,33.2,---,745.2,0,0,156,13.42,267,---,---,---,0,0.481,20.3,40,6.3,19,7.78,1.1686,0.15,1358,1,99.3,60
8/5/15,8:00 AM,31.1,31.1,29.9,60,22.4,9.7,E,9.66,35.4,NNE,31.1,34.9,34.9,---,745.5,0,0,382,32.86,490,---,---,---,0,0.53,20.6,41,6.8,19.3,7.95,1.1678,0.33,1348,1,98.5,60
8/5/15,9:00 AM,32.1,32.2,31.1,57,22.5,11.3,E,11.27,30.6,ENE,32.1,36.5,36.5,---,745.6,0,0,601,51.69,696,---,---,---,0,0.572,21.3,42,7.9,20,8.04,1.164,0.51,1342,1,98.1,60
8/5/15,10:00 AM,34,34,32.1,50,22.1,11.3,ENE,11.27,29,ESE,34,38.7,38.7,---,745.4,0,0,780,67.09,858,---,---,---,0,0.653,21.8,42,8.3,20.7,8.02,1.1612,0.63,1365,1,99.8,60
8/5/15,11:00 AM,35.2,35.4,34.1,46,21.8,9.7,E,9.66,25.7,ESE,35.2,40.1,40.1,---,745.2,0,0,929,79.9,1013,---,---,---,0,0.701,22,41,8.1,20.9,7.89,1.1604,0.74,1373,1,100,60
8/5/15,12:00 PM,35.2,35.2,34.6,47,22.2,9.7,E,9.66,30.6,ESE,35.2,40.5,40.5,---,744.7,0,0,985,84.72,1093,---,---,---,0,0.704,22.7,40,8.4,21.9,7.69,1.1567,0.79,1376,1,100,60
8/5/15,1:00 PM,35.6,36.1,34.7,45,21.8,8,E,8.05,27.4,N,35.6,40.6,40.6,---,744.1,0,0,1017,87.47,1160,---,---,---,0,0.718,23.2,42,9.6,22.7,7.97,1.1527,0.74,1361,1,99.5,60
8/5/15,2:00 PM,35.8,36.2,35.4,44,21.7,8,E,8.05,27.4,NE,35.8,40.9,40.9,---,743.6,0,0,833,71.65,1083,---,---,---,0,0.729,23.1,37,7.6,22.4,7.28,1.154,0.69,1364,1,99.7,60
8/5/15,3:00 PM,35.8,36,35.6,43,21.3,8,E,8.05,22.5,E,35.8,40.4,40.4,---,743.1,0,0,651,55.99,773,---,---,---,0,0.727,23.1,37,7.6,22.3,7.28,1.1535,0.56,1356,1,99.1,60
8/5/15,4:00 PM,34.8,35.8,34.7,47,21.8,8,ENE,8.05,20.9,ENE,34.8,39.5,39.5,---,743,0,0,437,37.59,555,---,---,---,0,0.685,22.9,37,7.5,22.1,7.28,1.1539,0.41,1339,1,97.9,60
8/5/15,5:00 PM,32.8,34.8,32.8,53,21.9,8,ENE,8.05,25.7,ESE,32.8,37.1,37.1,---,743.3,0,0,160,13.76,276,---,---,---,0,0.602,22.6,37,7.1,21.6,7.3,1.1562,0.2,1343,1,98.2,60
8/5/15,6:00 PM,30.8,32.7,30.8,59,21.9,9.7,E,9.66,29,ENE,30.8,34.4,34.4,---,743.9,0,0,24,2.06,60,---,---,---,0,0.521,22.7,39,8,21.9,7.59,1.1557,0.1,1353,1,98.9,60
8/5/15,7:00 PM,30.1,30.8,30,62,22,8,E,8.05,29,ENE,30.1,33.6,33.6,---,744.4,0,0,0,0,0,---,---,---,0,0.488,22.1,37,6.7,20.8,7.32,1.1603,0.05,1341,1,98,60
8/5/15,8:00 PM,29.9,30.1,29.8,60,21.3,8,E,8.05,20.9,SE,29.9,32.8,32.8,---,745.3,0,0,0,0,0,---,---,---,0,0.481,21.7,37,6.3,20.2,7.33,1.1634,0.08,1366,1,99.9,60
8/5/15,9:00 PM,29.5,29.9,29.5,58,20.4,6.4,ENE,6.44,20.9,E,29.5,31.7,31.7,---,745.6,0,0,0,0,0,---,---,---,0,0.465,21.4,36,5.7,19.8,7.23,1.1656,0.08,1369,1,100,60
8/5/15,10:00 PM,29.1,29.6,29,58,20,6.4,E,6.44,17.7,E,29.1,30.9,30.9,---,745.5,0,0,0,0,0,---,---,---,0,0.447,21.2,37,5.9,19.6,7.35,1.1661,0.08,1362,1,99.6,60
8/5/15,11:00 PM,28.4,29.2,28.4,64,20.9,6.4,E,6.44,20.9,NNE,28.4,30.5,30.5,---,745.6,0,0,0,0,0,---,---,---,0,0.419,21.1,37,5.8,19.5,7.35,1.1665,0.08,1365,1,99.8,60
9/5/15,12:00 AM,28.2,28.4,28.2,62,20.2,6.4,E,6.44,19.3,ENE,28.2,29.9,29.9,---,744.6,0,0,0,0,0,---,---,---,0,0.412,21.2,37,5.9,19.6,7.35,1.1646,0.08,1361,1,99.5,60
9/5/15,1:00 AM,27.2,28.2,27.2,67,20.5,1.6,ENE,1.61,16.1,ENE,27.2,28.7,28.7,---,744.1,0,0,0,0,0,---,---,---,0,0.368,20.5,37,5.3,18.9,7.35,1.167,0.05,1368,1,100,60
9/5/15,2:00 AM,25.4,27.2,25.4,73,20.2,0,N,0,3.2,N,25.4,26.7,26.7,---,743.8,0,0,0,0,0,---,---,---,0,0.296,20.9,40,6.8,19.4,7.76,1.1638,0.03,1358,1,99.3,60
9/5/15,3:00 AM,25.8,26.6,25.2,72,20.4,1.6,NNE,1.61,6.4,ENE,25.8,27.2,27.2,---,743.6,0,0,0,0,0,---,---,---,0,0.313,20.6,42,7.2,19.3,8.07,1.1645,0.03,1357,1,99.2,60
9/5/15,4:00 AM,25.1,25.8,24.9,75,20.4,1.6,NE,1.61,4.8,N,25.1,26.5,26.5,---,744.1,0,0,0,0,0,---,---,---,0,0.282,20.1,37,5,18.6,7.35,1.1687,0.03,1368,1,100,60
9/5/15,5:00 AM,24.8,25.1,24.7,77,20.5,1.6,W,1.61,4.8,NE,24.8,26.3,26.3,---,744.3,0,0,0,0,0,---,---,---,0,0.269,20,40,6,18.7,7.79,1.1687,0.03,1381,1,100,60
9/5/15,6:00 AM,24.9,24.9,24.5,78,20.8,0,WNW,0,4.8,WNW,24.9,26.4,26.4,---,744.6,0,0,16,1.38,58,---,---,---,0,0.273,21,46,8.9,19.9,8.65,1.1628,0.03,1363,1,99.6,60
9/5/15,7:00 AM,28.7,28.7,24.9,67,21.9,1.6,WNW,1.61,6.4,NE,28.7,31.6,31.6,---,745.6,0,0,159,13.68,264,---,---,---,0,0.431,19.5,38,4.8,18,7.55,1.1736,0.13,1363,1,99.6,60
9/5/15,8:00 AM,31.2,31.2,28.7,58,22,3.2,N,3.22,9.7,WSW,31.2,34.8,34.8,---,745.6,0,0,382,32.86,489,---,---,---,0,0.537,20,38,5.2,18.6,7.55,1.1713,0.28,1361,1,99.5,60
9/5/15,9:00 AM,33.4,33.4,31.2,49,21.3,3.2,S,3.22,12.9,NNW,33.4,37.3,37.3,---,745.4,0,0,593,51,694,---,---,---,0,0.63,20.5,38,5.7,19.1,7.55,1.1687,0.43,1371,1,100,60
9/5/15,10:00 AM,32.8,33.7,32.8,51,21.3,12.9,E,12.87,38.6,ESE,32.8,36.4,36.4,---,745.6,0,0,791,68.03,902,---,---,---,0,0.602,20.9,38,6.1,19.4,7.55,1.167,0.66,1358,1,99.3,60
9/5/15,11:00 AM,33.3,33.3,31.7,52,22.1,14.5,ENE,14.48,45.1,E,33.3,37.8,37.8,---,745.4,0,0,930,79.99,1100,---,---,---,0,0.623,21.3,38,6.4,19.7,7.54,1.165,0.74,1368,1,100,60
9/5/15,12:00 PM,33.1,34.5,32.7,50,21.3,11.3,E,11.27,29,NE,33.1,36.8,36.8,---,744.6,0,0,730,62.79,1288,---,---,---,0,0.616,21.8,40,7.6,20.5,7.73,1.1608,0.63,1361,1,99.5,60
9/5/15,1:00 PM,35.2,35.2,32.7,44,21.1,11.3,E,11.27,30.6,ENE,35.2,39.4,39.4,---,743.7,0,0,866,74.49,1292,---,---,---,0,0.701,21.7,36,5.9,20.2,7.21,1.1612,0.71,1362,1,99.6,60
9/5/15,2:00 PM,35,35.3,34.3,46,21.7,12.9,E,12.87,32.2,E,35,39.7,39.7,---,743.1,0,0,810,69.67,1078,---,---,---,0,0.694,21.9,36,6.2,20.6,7.19,1.1589,0.69,1341,1,98,60
9/5/15,3:00 PM,34.7,35.3,34.4,46,21.4,12.9,E,12.87,35.4,ENE,34.7,39,39,---,742.7,0,0,676,58.14,768,---,---,---,0,0.681,21.9,36,6.2,20.6,7.19,1.1583,0.61,1358,1,99.3,60
9/5/15,4:00 PM,33.6,35.2,33.6,51,22,11.3,ENE,11.27,29,E,33.6,38.1,38.1,---,742.6,0,0,441,37.93,568,---,---,---,0,0.634,22,35,5.8,20.6,7.02,1.1583,0.43,1359,1,99.3,60
9/5/15,5:00 PM,32,33.6,32,56,22.1,11.3,E,11.27,35.4,NE,32,36.1,36.1,---,743,0,0,150,12.9,281,---,---,---,0,0.569,21.9,34,5.3,20.4,6.82,1.1597,0.2,1349,1,98.6,60
9/5/15,6:00 PM,30.2,32,30.2,61,21.9,11.3,ENE,11.27,32.2,E,30.2,33.7,33.7,---,743.5,0,0,22,1.89,53,---,---,---,0,0.495,22.1,38,7.1,20.8,7.48,1.1585,0.1,1357,1,99.2,60
9/5/15,7:00 PM,29.7,30.2,29.7,64,22.1,11.3,E,11.27,35.4,NE,29.7,33.2,33.2,---,744.2,0,0,0,0,0,---,---,---,0,0.472,21.9,39,7.4,20.7,7.62,1.1598,0.08,1349,1,98.6,60
9/5/15,8:00 PM,29,29.7,29,67,22.2,9.7,E,9.66,27.4,ENE,29,32.4,32.4,---,744.7,0,0,0,0,0,---,---,---,0,0.444,21.8,41,7.9,20.6,7.9,1.1607,0.08,1365,1,99.8,60
9/5/15,9:00 PM,28.6,29,28.6,67,21.9,11.3,ENE,11.27,35.4,ENE,28.6,31.5,31.5,---,745.3,0,0,0,0,0,---,---,---,0,0.428,21.1,38,6.2,19.5,7.55,1.166,0.08,1351,1,98.8,60
9/5/15,10:00 PM,28.4,28.7,28.4,67,21.7,8,E,8.05,29,E,28.4,31.1,31.1,---,745.8,0,0,0,0,0,---,---,---,0,0.421,20.7,38,5.9,19.2,7.55,1.1683,0.08,1366,1,99.9,60
9/5/15,11:00 PM,28.3,28.4,28.2,67,21.6,8,ENE,8.05,27.4,ENE,28.3,30.7,30.7,---,745.5,0,0,0,0,0,---,---,---,0,0.414,20.6,38,5.7,19.1,7.55,1.1686,0.08,1360,1,99.4,60
10/5/15,12:00 AM,28.2,28.5,28.2,66,21.3,6.4,E,6.44,20.9,ENE,28.2,30.4,30.4,---,744.8,0,0,0,0,0,---,---,---,0,0.412,20.5,38,5.7,19.1,7.55,1.1678,0.08,1365,1,99.8,60
10/5/15,1:00 AM,28,28.6,28,66,21.1,6.4,E,6.44,20.9,E,28,30.1,30.1,---,744.4,0,0,0,0,0,---,---,---,0,0.403,20.7,39,6.2,19.2,7.67,1.1661,0.08,1374,1,100,60
10/5/15,2:00 AM,28.2,28.4,27.9,67,21.5,9.7,ENE,9.66,25.7,ENE,28.2,30.5,30.5,---,744.3,0,0,0,0,0,---,---,---,0,0.41,20.4,39,6,19,7.68,1.1672,0.08,1357,1,99.2,60
10/5/15,3:00 AM,27.2,28.2,27.2,69,21,6.4,ENE,6.44,25.7,NE,27.2,29,29,---,744.1,0,0,0,0,0,---,---,---,0,0.37,20.3,42,6.9,19.1,8.08,1.1666,0.05,1322,1,96.6,60
10/5/15,4:00 AM,26.7,27.2,25.7,74,21.6,1.6,NE,1.61,14.5,NE,26.7,28.6,28.6,---,744,0,0,0,0,0,---,---,---,0,0.347,19.9,39,5.5,18.5,7.69,1.1691,0.03,1329,1,97.1,60
10/5/15,5:00 AM,27.9,28,26.7,68,21.5,6.4,E,6.44,27.4,NE,27.9,30.2,30.2,---,744,0,0,0,0,0,---,---,---,0,0.4,19.6,40,5.6,18.2,7.81,1.1703,0.05,1326,1,96.9,60
10/5/15,6:00 AM,28.2,28.2,27.7,69,21.9,8,E,8.05,22.5,E,28.2,30.8,30.8,---,743.9,0,0,13,1.12,58,---,---,---,0,0.41,19.1,44,6.6,17.9,8.35,1.1713,0.05,1326,1,96.9,60
10/5/15,7:00 AM,30.1,30.1,28.2,62,22,9.7,E,9.66,25.7,NE,30.1,33.6,33.6,---,744.4,0,0,166,14.28,276,---,---,---,0,0.488,19.7,41,6,18.4,7.95,1.1702,0.18,1312,1,95.9,60
10/5/15,8:00 AM,30.9,30.9,30.1,61,22.5,11.3,E,11.27,32.2,E,30.9,34.9,34.9,---,744.7,0,0,391,33.63,504,---,---,---,0,0.523,19.5,44,6.9,18.4,8.35,1.1707,0.33,1306,1,95.5,60
10/5/15,9:00 AM,32.2,32.2,30.9,56,22.3,12.9,E,12.87,38.6,NE,32.2,36.6,36.6,---,744.7,0,0,610,52.47,710,---,---,---,0,0.579,20.1,46,8.1,19.1,8.65,1.1674,0.51,1315,1,96.1,60
10/5/15,10:00 AM,32.9,32.9,32,53,22.1,12.9,E,12.87,32.2,NNE,32.9,37.4,37.4,---,744.7,0,0,789,67.86,861,---,---,---,0,0.609,20.4,46,8.4,19.4,8.65,1.1659,0.63,1296,1,94.7,60
10/5/15,11:00 AM,34.2,34.4,32.8,47,21.3,12.9,E,12.87,38.6,ENE,34.2,38.3,38.3,---,744.5,0,0,909,78.18,944,---,---,---,0,0.662,21.3,47,9.6,20.3,8.75,1.1607,0.76,1329,1,97.1,60
10/5/15,12:00 PM,35,35.1,34.1,46,21.7,12.9,E,12.87,33.8,E,35,39.7,39.7,---,744.1,0,0,955,82.14,965,---,---,---,0,0.694,22.1,47,10.3,21.4,8.75,1.1564,0.79,1320,1,96.5,60
10/5/15,1:00 PM,35.2,35.8,35,44,21.1,11.3,E,11.27,27.4,ENE,35.2,39.6,39.6,---,743.7,0,0,932,80.16,960,---,---,---,0,0.704,22.8,48,11.2,22.4,8.91,1.1522,0.79,1327,1,97,60
10/5/15,2:00 PM,36,36.3,34.9,43,21.5,9.7,ENE,9.66,27.4,NE,36,40.9,40.9,---,743.3,0,0,828,71.22,889,---,---,---,0,0.736,23.3,47,11.4,23.1,8.75,1.1492,0.69,1334,1,97.5,60
10/5/15,3:00 PM,35.2,36.2,35.2,44,21.1,9.7,E,9.66,32.2,ENE,35.2,39.6,39.6,---,743,0,0,669,57.54,789,---,---,---,0,0.704,23.6,46,11.3,23.4,8.56,1.1477,0.58,1345,1,98.3,60
10/5/15,4:00 PM,34.2,35.2,34.2,48,21.6,9.7,E,9.66,27.4,ENE,34.2,38.5,38.5,---,742.9,0,0,451,38.79,566,---,---,---,0,0.66,23.5,45,10.9,23.2,8.45,1.1485,0.43,1324,1,96.8,60
10/5/15,5:00 PM,31.9,34.2,31.9,54,21.5,9.7,E,9.66,32.2,N,31.9,35.6,35.6,---,743.3,0,0,158,13.59,313,---,---,---,0,0.567,22.6,42,9,21.9,8,1.1543,0.2,1333,1,97.4,60
10/5/15,6:00 PM,30.1,31.9,30.1,62,22,9.7,E,9.66,29,E,30.1,33.7,33.7,---,744.1,0,0,24,2.06,62,---,---,---,0,0.491,21.3,41,7.5,19.9,7.94,1.1622,0.1,1307,1,95.5,60
10/5/15,7:00 PM,29.4,30.1,29.4,62,21.4,6.4,E,6.44,22.5,NNE,29.4,32.3,32.3,---,744.7,0,0,0,0,0,---,---,---,0,0.463,20.3,39,5.9,18.9,7.68,1.168,0.08,1330,1,97.2,60
10/5/15,8:00 PM,29,29.6,29,66,22,8,ENE,8.05,29,N,29,32.2,32.2,---,745.3,0,0,0,0,0,---,---,---,0,0.444,19.7,40,5.7,18.3,7.8,1.1719,0.08,1328,1,97.1,60
10/5/15,9:00 PM,28.8,29,28.7,66,21.8,9.7,ENE,9.66,29,NE,28.8,31.7,31.7,---,745.8,0,0,0,0,0,---,---,---,0,0.435,19.4,41,5.8,18.1,7.95,1.1737,0.08,1311,1,95.8,60
10/5/15,10:00 PM,28.8,28.8,28.6,65,21.6,8,ENE,8.05,30.6,E,28.8,31.7,31.7,---,745.8,0,0,0,0,0,---,---,---,0,0.438,19.7,43,6.8,18.6,8.25,1.1716,0.08,1310,1,95.8,60
10/5/15,11:00 PM,28.7,29,28.7,66,21.7,8,E,8.05,24.1,E,28.7,31.6,31.6,---,745.5,0,0,0,0,0,---,---,---,0,0.433,19.2,41,5.6,17.9,7.95,1.174,0.08,1310,1,95.8,60
11/5/15,12:00 AM,28.7,29.1,28.6,65,21.4,6.4,E,6.44,25.7,ENE,28.7,31.3,31.3,---,744.9,0,0,0,0,0,---,---,---,0,0.431,19,45,6.8,17.8,8.53,1.173,0.08,1327,1,97,60
11/5/15,1:00 AM,28.7,28.8,27.7,63,21,4.8,ESE,4.83,25.7,ENE,28.7,31.1,31.1,---,744.4,0,0,0,0,0,---,---,---,0,0.433,19.4,41,5.8,18.1,7.95,1.1715,0.05,1310,1,95.8,60
11/5/15,2:00 AM,28.2,28.7,28,66,21.3,6.4,ENE,6.44,24.1,ENE,28.2,30.4,30.4,---,744,0,0,0,0,0,---,---,---,0,0.412,22.3,46,10.1,21.7,8.61,1.1554,0.05,1314,1,96.1,60
11/5/15,3:00 AM,28.1,28.3,27.5,66,21.2,6.4,NNE,6.44,20.9,E,28.1,30.3,30.3,---,744,0,0,0,0,0,---,---,---,0,0.407,23.6,47,11.6,23.4,8.75,1.1492,0.05,1290,1,94.3,60
11/5/15,4:00 AM,28.2,28.3,28,66,21.2,8,E,8.05,25.7,E,28.2,30.4,30.4,---,743.8,0,0,0,0,0,---,---,---,0,0.41,24.2,49,12.8,24.2,9.04,1.1449,0.08,1321,1,96.6,60
11/5/15,5:00 AM,28.3,28.4,28.2,65,21.1,8,ENE,8.05,24.1,E,28.3,30.5,30.5,---,743.8,0,0,0,0,0,---,---,---,0,0.417,24.8,50,13.7,24.8,9.22,1.1416,0.08,1310,1,95.8,60
11/5/15,6:00 AM,27.3,28.4,27.3,72,21.8,3.2,ENE,3.22,20.9,NNE,27.3,29.4,29.4,---,744,0,0,12,1.03,51,---,---,---,0,0.373,25.2,50,14.1,25.2,9.2,1.14,0.03,1313,1,96,60
11/5/15,7:00 AM,30.3,30.3,27.2,60,21.7,3.2,SSE,3.22,19.3,E,30.3,33.8,33.8,---,744.4,0,0,164,14.11,278,---,---,---,0,0.5,25.6,50,14.4,25.6,9.19,1.139,0.13,1325,1,96.9,60
11/5/15,8:00 AM,30.9,31,30.3,59,21.9,11.3,E,11.27,32.2,E,30.9,34.4,34.4,---,744.7,0,0,387,33.29,512,---,---,---,0,0.523,26.3,51,15.3,26.4,9.35,1.1355,0.33,1311,1,95.8,60
11/5/15,9:00 AM,31.9,31.9,30.9,55,21.8,12.9,ENE,12.87,38.6,N,31.9,35.8,35.8,---,744.9,0,0,609,52.38,696,---,---,---,0,0.567,24.2,42,10.4,23.8,7.94,1.1494,0.51,1302,1,95.2,60
11/5/15,10:00 AM,33.1,33.1,32,53,22.2,12.9,ENE,12.87,33.8,NE,33.1,37.8,37.8,---,744.6,0,0,783,67.35,860,---,---,---,0,0.616,22.2,42,8.6,21.2,8.01,1.1584,0.63,1293,1,94.5,60
11/5/15,11:00 AM,33.6,34.1,33.1,51,22,12.9,E,12.87,33.8,ENE,33.6,38.1,38.1,---,744.3,0,0,907,78.01,949,---,---,---,0,0.634,21.8,43,8.6,20.7,8.2,1.1595,0.74,1282,1,93.7,60
11/5/15,12:00 PM,35.3,35.4,33.6,46,22,12.9,E,12.87,32.2,NNE,35.3,40.4,40.4,---,743.7,0,0,960,82.57,970,---,---,---,0,0.708,21.9,44,9.1,21,8.32,1.1574,0.79,1320,1,96.5,60
