Date,Time,TempOut,HiTemp,LowTemp,OutHum,DewPt.,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar  ,Rain,RainRate,SolarRad.,SolarEnergy,Hi SolarRad. ,UV Index,UV Dose,Hi UV ,HeatD-D ,CoolD-D ,In Temp,InHum,In Dew,In Heat,In EMC,In AirDensity,ET ,WindSamp,WindTx ,ISS Recept,Arc.Int.
5/12/14,10:00 AM,30.1,30.1,29.7,71,24.3,3.2,WNW,1.61,14.5,WNW,30.1,35.6,35.6,---,747.2,0,0,718,30.88,766,---,---,---,0,0.245,22.2,45,9.7,21.4,8.45,1.1614,0.46,706,1,100,30
5/12/14,12:00 PM,31.9,32.3,31.3,63,24,8,ESE,8.05,27.4,ENE,31.9,37.8,37.8,---,746.6,0,0,958,82.4,1236,---,---,---,0,0.567,23,42,9.4,22.4,7.98,1.1577,0.66,1391,1,100,60
5/12/14,1:00 PM,30.6,31.9,29.8,67,23.7,6.4,ESE,6.44,24.1,SSE,30.6,35.8,35.8,---,746,0,0,421,36.21,817,---,---,---,0,0.509,22.8,42,9.2,22.2,7.99,1.1575,0.36,1400,1,100,60
5/12/14,2:00 PM,30.3,30.6,29.1,69,24,6.4,ESE,6.44,24.1,SE,30.3,35.7,35.7,---,745.6,0,0,334,28.73,861,---,---,---,0,0.5,22.6,42,9,21.9,8,1.1579,0.28,1403,1,100,60
5/12/14,3:00 PM,30.6,31.1,29.5,68,24,6.4,ESE,6.44,29,SE,30.6,35.9,35.9,---,745,0,0,462,39.74,826,---,---,---,0,0.509,22.8,41,8.8,22.1,7.83,1.1565,0.36,1401,1,100,60
5/12/14,4:00 PM,29.9,30.7,29.1,67,23.1,4.8,ESE,4.83,20.9,SE,29.9,34.3,34.3,---,745,0,0,278,23.91,643,---,---,---,0,0.481,23.4,44,10.5,23.1,8.27,1.1523,0.23,1398,1,100,60
5/12/14,5:00 PM,28,29.9,28,72,22.5,8,ESE,8.05,22.5,S,28,30.9,30.9,---,745.1,0,0,101,8.69,260,---,---,---,0,0.403,22.8,42,9.2,22.2,7.99,1.1561,0.1,1401,1,100,60
5/12/14,6:00 PM,27.5,28,26.8,74,22.4,3.2,E,3.22,17.7,E,27.5,30.1,30.1,---,746,0,0,3,0.26,16,---,---,---,0,0.382,22.8,44,9.9,22.2,8.29,1.1571,0.03,1398,1,100,60
5/12/14,7:00 PM,27.3,27.6,27.2,74,22.2,6.4,ESE,6.44,27.4,SE,27.3,29.7,29.7,---,746.7,0,0,0,0,0,---,---,---,0,0.373,22.3,43,9.1,21.4,8.17,1.161,0.05,1398,1,100,60
5/12/14,8:00 PM,27.1,27.3,27.1,76,22.5,6.4,ESE,6.44,27.4,ESE,27.1,29.6,29.6,---,747.4,0,0,0,0,0,---,---,---,0,0.366,22.6,46,10.4,22.1,8.6,1.1594,0.05,1401,1,100,60
5/12/14,9:00 PM,27.1,27.2,27.1,75,22.3,6.4,ESE,6.44,25.7,SE,27.1,29.4,29.4,---,747.6,0,0,0,0,0,---,---,---,0,0.366,22.3,44,9.4,21.5,8.31,1.162,0.05,1400,1,100,60
5/12/14,10:00 PM,26.6,27.1,26.4,76,22,3.2,SE,3.22,20.9,E,26.6,28.7,28.7,---,747.9,0,0,0,0,0,---,---,---,0,0.345,22.3,44,9.4,21.5,8.31,1.1625,0.03,1401,1,100,60
5/12/14,11:00 PM,26.4,26.6,26.4,78,22.2,3.2,NE,3.22,19.3,SE,26.4,28.5,28.5,---,747.4,0,0,0,0,0,---,---,---,0,0.336,22.6,44,9.7,21.9,8.3,1.1603,0.03,1400,1,100,60
6/12/14,12:00 AM,25.4,26.4,25.4,83,22.3,3.2,NW,3.22,14.5,S,25.4,27.5,27.5,---,747.2,0,0,0,0,0,---,---,---,0,0.296,22.2,44,9.3,21.3,8.31,1.1619,0.03,1401,1,100,60
6/12/14,1:00 AM,26.4,26.4,25.3,78,22.3,3.2,WNW,3.22,19.3,SE,26.4,28.6,28.6,---,746.7,0,0,0,0,0,---,---,---,0,0.338,22.2,44,9.4,21.4,8.31,1.1608,0.03,1400,1,100,60
6/12/14,2:00 AM,26,26.5,26,80,22.3,3.2,NE,3.22,19.3,SSE,26,28.1,28.1,---,746.2,0,0,0,0,0,---,---,---,0,0.319,22.8,49,11.5,22.4,9.05,1.1558,0.03,1396,1,100,60
6/12/14,3:00 AM,25.6,26.1,25.6,83,22.5,1.6,NW,1.61,16.1,ESE,25.6,27.8,27.8,---,746.2,0,0,0,0,0,---,---,---,0,0.303,22.6,49,11.4,22.2,9.05,1.1566,0.03,1398,1,100,60
6/12/14,4:00 AM,25.7,26.1,25.6,82,22.4,3.2,ESE,3.22,12.9,SE,25.7,27.8,27.8,---,746.4,0,0,0,0,0,---,---,---,0,0.308,22,45,9.5,21.1,8.45,1.1611,0.03,1399,1,100,60
6/12/14,5:00 AM,25.2,25.7,25.2,86,22.7,3.2,ESE,3.22,16.1,SE,25.2,27.4,27.4,---,746.6,0,0,0,0,0,---,---,---,0,0.287,21.8,44,9,20.7,8.33,1.1628,0.03,1394,1,100,60
6/12/14,6:00 AM,25.7,25.7,25.1,81,22.2,3.2,ESE,3.22,20.9,SSE,25.7,27.8,27.8,---,746.9,0,0,0,0,5,---,---,---,0,0.308,21.8,46,9.6,20.8,8.63,1.1627,0,1404,1,100,60
6/12/14,7:00 AM,25.9,25.9,25.7,81,22.4,4.8,NNE,4.83,17.7,ESE,25.9,28,28,---,747.2,0,0,29,2.49,70,---,---,---,0,0.315,21.7,45,9.2,20.6,8.45,1.164,0.03,1402,1,100,60
6/12/14,8:00 AM,26.8,26.8,25.9,77,22.5,4.8,SE,4.83,22.5,ESE,26.8,29.2,29.2,---,747.8,0,0,142,12.21,246,---,---,---,0,0.354,22.3,47,10.4,21.6,8.75,1.1614,0.1,1400,1,100,60
6/12/14,9:00 AM,27.6,27.6,26.8,76,23,4.8,ESE,4.83,22.5,E,27.6,30.6,30.6,---,748,0,0,280,24.08,376,---,---,---,0,0.387,22.8,47,10.9,22.4,8.75,1.1592,0.2,1404,1,100,60
6/12/14,10:00 AM,28.6,28.6,27.6,73,23.2,4.8,E,4.83,27.4,SSE,28.6,32.4,32.4,---,747.6,0,0,409,35.18,622,---,---,---,0,0.426,22.6,44,9.7,21.9,8.3,1.1606,0.3,1398,1,100,60
6/12/14,11:00 AM,30.1,30.5,28.6,68,23.5,6.4,ESE,6.44,25.7,ENE,30.1,34.9,34.9,---,747,0,0,748,64.34,967,---,---,---,0,0.488,22.8,44,9.9,22.2,8.29,1.1587,0.53,1402,1,100,60
6/12/14,12:00 PM,30.6,30.6,29.4,66,23.5,8,ESE,8.05,30.6,SSE,30.6,35.6,35.6,---,746.2,0,0,516,44.38,1155,---,---,---,0,0.509,22.9,43,9.6,22.3,8.12,1.1572,0.46,1399,1,100,60
6/12/14,1:00 PM,31.1,31.8,29.6,62,22.9,8,ESE,8.05,25.7,S,31.1,35.3,35.3,---,745.4,0,0,585,50.32,1137,---,---,---,0,0.53,23.2,42,9.5,22.7,7.98,1.155,0.48,1399,1,100,60
6/12/14,2:00 PM,30.8,31.1,30.1,66,23.7,6.4,SE,6.44,33.8,ESE,30.8,35.9,35.9,---,745.2,0,0,491,42.23,963,---,---,---,0,0.521,23.3,41,9.3,22.9,7.79,1.1542,0.38,1401,1,100,60
6/12/14,3:00 PM,30.8,31.1,30.2,66,23.7,6.4,ESE,6.44,19.3,SE,30.8,35.8,35.8,---,745,0,0,446,38.36,772,---,---,---,0,0.519,23.3,40,9,22.8,7.67,1.1542,0.36,1400,1,100,60
6/12/14,4:00 PM,24.4,31.2,24.4,91,22.8,4.8,ESE,4.83,35.4,NE,24.4,26.4,26.4,---,745.7,5.33,70.1,205,17.63,640,---,---,---,0,0.252,23.4,41,9.4,23,7.78,1.1544,0.18,1400,1,100,60
6/12/14,5:00 PM,24.5,24.5,24.3,91,22.9,3.2,ESE,3.22,14.5,ENE,24.5,26.6,26.6,---,745.9,0.51,3.3,37,3.18,63,---,---,---,0,0.257,22.9,42,9.3,22.4,7.98,1.1568,0.03,1397,1,100,60
6/12/14,6:00 PM,25.1,25.1,24.5,87,22.8,3.2,SE,3.22,16.1,SSE,25.1,27.3,27.3,---,746.4,0,0,1,0.09,11,---,---,---,0,0.282,22.6,43,9.4,21.9,8.14,1.1589,0,1401,1,100,60
6/12/14,7:00 PM,25.4,25.4,24.9,83,22.3,3.2,NE,3.22,16.1,SE,25.4,27.5,27.5,---,747.1,0,0,0,0,0,---,---,---,0,0.296,22.4,43,9.2,21.7,8.15,1.1607,0.03,1401,1,100,60
6/12/14,8:00 PM,25.6,25.7,25.4,84,22.7,4.8,E,4.83,22.5,SSE,25.6,27.8,27.8,---,747.3,0,0,0,0,0,---,---,---,0,0.301,22.2,43,9,21.3,8.17,1.1621,0.03,1397,1,100,60
6/12/14,9:00 PM,25.8,25.9,25.6,81,22.3,4.8,ESE,4.83,24.1,E,25.8,27.9,27.9,---,747.6,0,0,0,0,0,---,---,---,0,0.313,22.4,44,9.5,21.7,8.3,1.1615,0.03,1399,1,100,60
6/12/14,10:00 PM,25.6,26,25.6,80,21.9,6.4,E,6.44,27.4,NNW,25.6,27.5,27.5,---,747.5,0,0,0,0,0,---,---,---,0,0.303,23,46,10.8,22.6,8.58,1.1578,0.03,1403,1,100,60
6/12/14,11:00 PM,26.1,26.1,25.6,79,22.1,4.8,E,4.83,22.5,E,26.1,28.1,28.1,---,747.2,0,0,0,0,0,---,---,---,0,0.322,22.5,46,10.3,21.9,8.6,1.1597,0.03,1402,1,100,60
7/12/14,12:00 AM,26.2,26.2,26.1,77,21.9,8,ESE,8.05,25.7,ESE,26.2,28.1,28.1,---,746.8,0,0,0,0,0,---,---,---,0,0.329,22.4,46,10.2,21.7,8.6,1.1596,0.05,1399,1,100,60
7/12/14,1:00 AM,25.9,26.2,25.9,78,21.8,8,ESE,8.05,25.7,E,25.9,27.8,27.8,---,746.1,0,0,0,0,0,---,---,---,0,0.317,22.2,44,9.4,21.4,8.31,1.1599,0.05,1398,1,100,60
7/12/14,2:00 AM,25.5,25.9,25.4,81,22,4.8,ESE,4.83,24.1,ESE,25.5,27.4,27.4,---,746.1,0,0,0,0,0,---,---,---,0,0.299,21.4,44,8.7,20.3,8.34,1.1637,0.03,1401,1,100,60
7/12/14,3:00 AM,24.4,25.6,24.4,87,22.1,1.6,E,1.61,9.7,E,24.4,26.2,26.2,---,745.8,0,0,0,0,0,---,---,---,0,0.252,20.8,47,9,19.8,8.76,1.1655,0.03,1397,1,100,60
7/12/14,4:00 AM,24.6,24.6,23.8,83,21.5,1.6,SE,1.61,16.1,SE,24.6,26.4,26.4,---,746.1,0,0,0,0,0,---,---,---,0,0.262,20.3,46,8.3,19.3,8.65,1.1686,0.03,1393,1,100,60
7/12/14,5:00 AM,24.3,24.9,24.3,86,21.8,3.2,NE,3.22,12.9,NNW,24.3,26.1,26.1,---,746.4,0,0,0,0,0,---,---,---,0,0.248,19.9,47,8.3,19.1,8.79,1.1704,0.03,1400,1,100,60
7/12/14,6:00 AM,23.8,24.3,23.6,84,21,1.6,NW,1.61,8,SSE,23.8,25.4,25.4,---,746.5,0,0,1,0.09,11,---,---,---,0,0.229,19.8,50,9.1,19.1,9.3,1.1702,0,1398,1,100,60
7/12/14,7:00 AM,25.8,25.8,23.8,74,20.8,3.2,SW,3.22,16.1,SE,25.8,27.2,27.2,---,746.7,0,0,52,4.47,121,---,---,---,0,0.31,19.9,49,8.9,19.1,9.09,1.1705,0.05,1398,1,100,60
7/12/14,8:00 AM,27.2,27.3,25.8,77,22.8,3.2,NE,3.22,19.3,ESE,27.2,29.9,29.9,---,746.8,0,0,217,18.66,471,---,---,---,0,0.37,19.6,48,8.3,18.7,8.9,1.1724,0.15,1398,1,100,60
7/12/14,9:00 AM,28,28,27.2,70,22,3.2,WSW,3.22,12.9,NNW,28,30.6,30.6,---,747.3,0,0,410,35.26,635,---,---,---,0,0.403,19.3,47,7.7,18.3,8.82,1.175,0.28,1398,1,100,60
7/12/14,10:00 AM,29.9,29.9,28,71,24.1,3.2,NW,3.22,14.5,S,29.9,35.1,35.1,---,747.1,0,0,597,51.35,809,---,---,---,0,0.481,18.9,45,6.7,17.7,8.53,1.1771,0.41,1393,1,100,60
7/12/14,11:00 AM,29.3,30.9,29.2,62,21.2,3.2,ENE,3.22,19.3,SSE,29.3,31.9,31.9,---,746.6,0,0,542,46.62,1037,---,---,---,0,0.456,18.9,45,6.7,17.7,8.53,1.1763,0.38,1399,1,100,60
7/12/14,12:00 PM,31.4,31.4,29.1,52,20.3,3.2,ESE,3.22,24.1,SE,31.4,34,34,---,746,0,0,716,61.58,1178,---,---,---,0,0.544,19.2,45,6.9,18.1,8.52,1.1741,0.53,1398,1,100,60
7/12/14,1:00 PM,31.2,31.5,30.4,62,23.1,6.4,E,6.44,33.8,E,31.2,35.7,35.7,---,745.1,0,0,659,56.68,1141,---,---,---,0,0.537,19.6,44,7,18.5,8.35,1.1708,0.51,1397,1,100,60
7/12/14,2:00 PM,29.1,31.2,29.1,66,22.1,3.2,E,3.22,12.9,SSW,29.1,32.4,32.4,---,744.9,0,0,293,25.2,554,---,---,---,0,0.449,19.3,43,6.4,18.1,8.25,1.1722,0.23,1397,1,100,60
7/12/14,3:00 PM,28.5,29.2,28,63,20.8,3.2,NNW,3.22,12.9,WSW,28.5,30.6,30.6,---,744.7,0,0,224,19.27,272,---,---,---,0,0.424,19,47,7.4,17.9,8.83,1.1722,0.15,1396,1,100,60
7/12/14,4:00 PM,28.2,29,28.1,64,20.7,4.8,ESE,4.83,22.5,ESE,28.2,30.1,30.1,---,744.7,0,0,142,12.21,220,---,---,---,0,0.41,18.8,45,6.6,17.7,8.53,1.1735,0.13,1400,1,100,60
7/12/14,5:00 PM,26.6,28.2,26.6,72,21.1,4.8,SE,4.83,20.9,ESE,26.6,28.3,28.3,---,745,0,0,59,5.07,98,---,---,---,0,0.345,18.9,46,7.1,17.8,8.65,1.1733,0.08,1398,1,100,60
7/12/14,6:00 PM,26.9,27.2,26.5,70,21,4.8,SE,4.83,27.4,E,26.9,28.6,28.6,---,745.4,0,0,3,0.26,16,---,---,---,0,0.356,18.9,46,7,17.8,8.65,1.1742,0.03,1398,1,100,60
7/12/14,7:00 PM,27.7,27.7,26.8,62,19.7,6.4,ESE,6.44,27.4,ESE,27.7,29.1,29.1,---,745.7,0,0,0,0,0,---,---,---,0,0.389,18.9,47,7.3,17.8,8.83,1.1743,0.08,1397,1,100,60
7/12/14,8:00 PM,27.3,27.8,27.3,66,20.4,4.8,ESE,4.83,27.4,S,27.3,28.9,28.9,---,746.2,0,0,0,0,0,---,---,---,0,0.375,18.7,47,7.2,17.7,8.84,1.1759,0.08,1397,1,100,60
7/12/14,9:00 PM,26.7,27.3,26.7,72,21.2,8,SE,8.05,24.1,SSE,26.7,28.4,28.4,---,746.4,0,0,0,0,0,---,---,---,0,0.347,18.9,47,7.3,17.8,8.83,1.1754,0.05,1399,1,100,60
7/12/14,10:00 PM,26.8,26.8,26.6,67,20.2,8,ESE,8.05,30.6,E,26.8,28.2,28.2,---,746.3,0,0,0,0,0,---,---,---,0,0.354,18.9,48,7.6,17.9,8.93,1.175,0.05,1396,1,100,60
7/12/14,11:00 PM,26.2,27.1,26.2,72,20.7,4.8,N,4.83,22.5,S,26.2,27.6,27.6,---,746.4,0,0,0,0,0,---,---,---,0,0.326,18.9,55,9.6,18.3,10.23,1.1733,0.05,1394,1,100,60
8/12/14,12:00 AM,25.1,26.1,25.1,78,21,1.6,NE,1.61,17.7,WNW,25.1,26.7,26.7,---,746.3,0,0,0,0,0,---,---,---,0,0.282,19.2,52,9.1,18.4,9.72,1.1727,0.03,1395,1,100,60
8/12/14,1:00 AM,25.4,26,24.8,73,20.2,1.6,SE,1.61,11.3,ESE,25.4,26.7,26.7,---,745.8,0,0,0,0,0,---,---,---,0,0.294,20.5,53,10.6,19.9,9.87,1.1651,0.03,1398,1,100,60
8/12/14,2:00 AM,24.6,25.4,23.9,75,19.8,1.6,ESE,1.61,9.7,E,24.6,25.9,25.9,---,745,0,0,0,0,0,---,---,---,0,0.259,21.4,52,11.2,20.7,9.64,1.1595,0.03,1397,1,100,60
8/12/14,3:00 AM,22.8,24.6,22.8,86,20.4,1.6,E,1.61,11.3,ESE,22.8,24.1,24.1,---,744.8,0,0,0,0,0,---,---,---,0,0.187,21.9,52,11.6,21.4,9.62,1.1566,0.03,1398,1,100,60
8/12/14,4:00 AM,23,23.8,22.7,84,20.1,3.2,NNW,3.22,11.3,WSW,23,24.2,24.2,---,744.8,0,0,0,0,0,---,---,---,0,0.194,22.3,53,12.2,21.9,9.77,1.1548,0.03,1395,1,100,60
8/12/14,5:00 AM,23.3,23.3,22.3,77,19.1,3.2,E,3.22,14.5,WSW,23.3,24.4,24.4,---,745.2,0,0,0,0,0,---,---,---,0,0.208,22.5,53,12.4,22.3,9.75,1.1543,0.03,1393,1,100,60
8/12/14,6:00 AM,21.4,23.3,21.4,87,19.2,1.6,E,1.61,4.8,SE,21.4,22.5,22.5,---,745.5,0,0,1,0.09,9,---,---,---,0,0.13,22.7,53,12.6,22.6,9.73,1.1536,0,1393,1,100,60
8/12/14,7:00 AM,23.3,23.3,21.4,80,19.6,1.6,WNW,1.61,6.4,SW,23.3,24.4,24.4,---,746,0,0,62,5.33,188,---,---,---,0,0.206,22.9,53,12.8,22.8,9.72,1.1536,0.05,1396,1,100,60
8/12/14,8:00 AM,26.4,26.4,23.3,68,20.1,1.6,W,1.61,8,SW,26.4,27.7,27.7,---,746.7,0,0,325,27.95,424,---,---,---,0,0.338,23.3,54,13.4,23.3,9.87,1.1524,0.23,1399,1,100,60
8/12/14,9:00 AM,27.8,27.8,26.4,64,20.3,3.2,WNW,3.22,11.3,SW,27.8,29.4,29.4,---,746.6,0,0,532,45.76,628,---,---,---,0,0.394,23.9,54,14,24.1,9.85,1.1493,0.36,1397,1,100,60
8/12/14,10:00 AM,29.9,29.9,27.8,59,21,3.2,NW,3.22,11.3,NW,29.9,32.6,32.6,---,746.7,0,0,701,60.29,765,---,---,---,0,0.481,24.6,54,14.7,24.7,9.82,1.1457,0.48,1395,1,100,60
8/12/14,11:00 AM,30.6,30.7,29.9,54,20.2,3.2,NE,3.22,16.1,ENE,30.6,33.1,33.1,---,746.4,0,0,809,69.58,856,---,---,---,0,0.512,25.4,54,15.5,25.7,9.79,1.1412,0.56,1397,1,100,60
8/12/14,12:00 PM,30.3,30.7,30,54,20,6.4,E,6.44,32.2,SSE,30.3,32.6,32.6,---,745.9,0,0,856,73.63,867,---,---,---,0,0.5,26.3,52,15.6,26.5,9.46,1.137,0.63,1397,1,100,60
8/12/14,1:00 PM,30.2,30.8,30.2,53,19.6,8,E,8.05,30.6,E,30.2,32.2,32.2,---,745.2,0,0,776,66.74,865,---,---,---,0,0.495,26.7,52,16,26.8,9.45,1.1339,0.56,1396,1,100,60
8/12/14,2:00 PM,30.3,30.6,29.8,52,19.4,6.4,ESE,6.44,25.7,ESE,30.3,32.2,32.2,---,745,0,0,661,56.85,853,---,---,---,0,0.5,27,52,16.3,27.2,9.44,1.1319,0.51,1398,1,100,60
8/12/14,3:00 PM,29.7,30.5,29.7,54,19.4,8,ESE,8.05,25.7,ESE,29.7,31.4,31.4,---,744.9,0,0,538,46.27,636,---,---,---,0,0.475,24.7,41,10.5,24.2,7.75,1.1474,0.43,1399,1,100,60
8/12/14,4:00 PM,28.6,29.9,28.4,57,19.2,6.4,ESE,6.44,20.9,S,28.6,29.9,29.9,---,744.8,0,0,338,29.07,504,---,---,---,0,0.426,21.7,39,7.1,20.3,7.63,1.162,0.28,1397,1,100,60
8/12/14,5:00 PM,27.2,28.7,27.2,63,19.5,4.8,E,4.83,19.3,E,27.2,28.3,28.3,---,745.3,0,0,109,9.38,227,---,---,---,0,0.368,20.9,39,6.4,19.4,7.66,1.1664,0.1,1399,1,100,60
8/12/14,6:00 PM,26.1,27.2,25.9,67,19.5,4.8,SE,4.83,29,E,26.1,27.2,27.2,---,745.9,0,0,4,0.34,28,---,---,---,0,0.324,20.3,39,5.9,18.9,7.68,1.1703,0.03,1399,1,100,60
8/12/14,7:00 PM,25.7,26.2,25.7,68,19.4,1.6,ESE,1.61,14.5,ESE,25.7,26.8,26.8,---,746.3,0,0,0,0,0,---,---,---,0,0.308,20.7,44,8,19.6,8.35,1.1674,0.05,1397,1,100,60
8/12/14,8:00 PM,23.5,25.7,23.5,82,20.2,1.6,ESE,1.61,4.8,ESE,23.5,24.8,24.8,---,747,0,0,0,0,0,---,---,---,0,0.215,19.3,40,5.4,17.9,7.81,1.1762,0.03,1395,1,100,60
8/12/14,9:00 PM,22.1,23.4,22.1,88,20,1.6,NNE,1.61,3.2,ESE,22.1,23.2,23.2,---,747.5,0,0,0,0,0,---,---,---,0,0.157,19.9,45,7.6,18.9,8.49,1.173,0.03,1400,1,100,60
8/12/14,10:00 PM,22.2,22.2,21.8,89,20.3,1.6,ENE,1.61,8,E,22.2,23.3,23.3,---,747.4,0,0,0,0,0,---,---,---,0,0.16,19.3,43,6.4,18.1,8.25,1.1763,0,1398,1,100,60
8/12/14,11:00 PM,22,22.8,22,87,19.7,1.6,E,1.61,4.8,E,22,23.1,23.1,---,747.3,0,0,0,0,0,---,---,---,0,0.153,19.2,45,7,18.1,8.52,1.1759,0.03,1398,1,100,60
9/12/14,12:00 AM,21.8,22.6,21.8,88,19.8,1.6,ENE,1.61,11.3,WNW,21.8,22.9,22.9,---,747,0,0,0,0,0,---,---,---,0,0.146,18.9,44,6.4,17.7,8.35,1.1769,0.03,1396,1,100,60
9/12/14,1:00 AM,21.3,21.8,21.3,90,19.6,1.6,ENE,1.61,4.8,NE,21.3,22.4,22.4,---,746.7,0,0,0,0,0,---,---,---,0,0.123,18.9,45,6.7,17.7,8.53,1.1764,0,1399,1,100,60
9/12/14,2:00 AM,21.8,21.8,21.2,86,19.3,1.6,ESE,1.61,6.4,W,21.8,22.8,22.8,---,746.3,0,0,0,0,0,---,---,---,0,0.144,18.7,47,7.1,17.6,8.84,1.1763,0,1397,1,100,60
9/12/14,3:00 AM,21.6,22.3,21.6,88,19.5,1.6,NNE,1.61,6.4,WSW,21.6,22.7,22.7,---,745.8,0,0,0,0,0,---,---,---,0,0.137,18.7,47,7.2,17.7,8.84,1.1753,0.03,1398,1,100,60
9/12/14,4:00 AM,20.5,21.6,20.5,92,19.2,1.6,NNE,1.61,4.8,E,20.5,21.7,21.7,---,746.1,0,0,0,0,0,---,---,---,0,0.09,18.6,48,7.4,17.6,8.94,1.1761,0,1398,1,100,60
9/12/14,5:00 AM,20.2,20.5,20.2,91,18.7,1.6,W,1.61,4.8,NE,20.2,21.2,21.2,---,745.9,0,0,0,0,0,---,---,---,0,0.076,18.9,50,8.2,18,9.33,1.174,0,1395,1,100,60
9/12/14,6:00 AM,19.6,20.2,19.6,94,18.6,1.6,ESE,1.61,3.2,NNE,19.6,20.4,20.4,---,746.3,0,0,2,0.17,14,---,---,---,0,0.051,18.8,50,8.1,17.9,9.33,1.175,0,1398,1,100,60
9/12/14,7:00 AM,23.2,23.2,19.6,76,18.8,3.2,SE,3.22,27.4,SSE,23.2,24.2,24.2,---,746.7,0,0,70,6.02,183,---,---,---,0,0.204,18.4,49,7.5,17.4,9.15,1.1775,0.05,1400,1,100,60
9/12/14,8:00 AM,25.6,25.7,23.2,76,21,3.2,ENE,3.22,16.1,SE,25.6,27.1,27.1,---,747.4,0,0,317,27.27,436,---,---,---,0,0.301,17.8,45,5.7,16.6,8.57,1.1826,0.23,1399,1,100,60
9/12/14,9:00 AM,27.3,27.3,25.6,62,19.4,3.2,ENE,3.22,20.9,N,27.3,28.4,28.4,---,747.1,0,0,419,36.04,522,---,---,---,0,0.373,19.9,40,5.9,18.6,7.79,1.1734,0.28,1396,1,100,60
9/12/14,10:00 AM,28.4,28.4,27.3,62,20.5,6.4,NNE,6.44,24.1,ESE,28.4,30.3,30.3,---,747.4,0,0,577,49.63,761,---,---,---,0,0.421,20.4,42,7.1,19.2,8.07,1.171,0.41,1401,1,100,60
9/12/14,11:00 AM,29.7,29.8,28.4,58,20.5,6.4,NE,6.44,43.5,E,29.7,32,32,---,746.8,0,0,827,71.13,872,---,---,---,0,0.472,20.9,42,7.5,19.6,8.06,1.168,0.58,1401,1,100,60
9/12/14,12:00 PM,31.2,31.2,29.7,53,20.5,6.4,NE,6.44,25.7,SE,31.2,33.7,33.7,---,746.2,0,0,874,75.17,891,---,---,---,0,0.535,22.1,42,8.5,21,8.02,1.1615,0.63,1399,1,100,60
9/12/14,1:00 PM,31.2,31.3,30.8,57,21.6,6.4,ESE,6.44,20.9,E,31.2,34.5,34.5,---,745.6,0,0,752,64.68,925,---,---,---,0,0.535,21.2,37,5.9,19.6,7.35,1.1663,0.56,1403,1,100,60
9/12/14,2:00 PM,31.3,31.8,31.2,57,21.8,4.8,SE,4.83,19.3,SE,31.3,34.9,34.9,---,745.4,0,0,741,63.73,847,---,---,---,0,0.542,21.6,37,6.2,20.1,7.33,1.1641,0.56,1399,1,100,60
9/12/14,3:00 PM,30.7,31.3,30.2,52,19.7,6.4,E,6.44,32.2,NNW,30.7,32.9,32.9,---,745.1,0,0,555,47.74,642,---,---,---,0,0.516,21.6,37,6.2,20.1,7.33,1.1637,0.43,1402,1,100,60
9/12/14,4:00 PM,29.6,30.8,29.6,56,19.9,4.8,E,4.83,19.3,SSE,29.6,31.4,31.4,---,745.2,0,0,328,28.21,471,---,---,---,0,0.468,21.5,41,7.7,20.2,7.92,1.1628,0.25,1403,1,100,60
9/12/14,5:00 PM,27.9,29.6,27.9,59,19.1,4.8,ESE,4.83,17.7,SSE,27.9,29.1,29.1,---,745.5,0,0,66,5.68,272,---,---,---,0,0.398,21.4,36,5.7,19.9,7.23,1.1651,0.08,1401,1,100,60
9/12/14,6:00 PM,26.3,27.9,26.2,69,20.1,3.2,SE,3.22,12.9,ESE,26.3,27.6,27.6,---,746,0,0,3,0.26,23,---,---,---,0,0.331,21.7,39,7.2,20.4,7.63,1.1636,0.03,1400,1,100,60
9/12/14,7:00 PM,26.6,26.6,26.2,64,19.2,4.8,ESE,4.83,24.1,ESE,26.6,27.6,27.6,---,746.3,0,0,0,0,0,---,---,---,0,0.343,20.8,42,7.4,19.5,8.06,1.1674,0.05,1402,1,100,60
9/12/14,8:00 PM,26.5,26.9,26.5,66,19.6,3.2,ESE,3.22,19.3,S,26.5,27.6,27.6,---,747,0,0,0,0,0,---,---,---,0,0.34,21.8,40,7.6,20.5,7.73,1.1646,0.05,1404,1,100,60
9/12/14,9:00 PM,25,26.5,25,72,19.6,1.6,ESE,1.61,17.7,SSE,25,26.2,26.2,---,747.1,0,0,0,0,0,---,---,---,0,0.278,21,39,6.5,19.5,7.65,1.1687,0.05,1400,1,100,60
9/12/14,10:00 PM,25.8,25.8,24.3,71,20.1,4.8,ESE,4.83,24.1,ESE,25.8,27,27,---,747.3,0,0,0,0,0,---,---,---,0,0.31,20.8,39,6.3,19.3,7.66,1.1701,0.05,1400,1,100,60
9/12/14,11:00 PM,25.3,25.8,24.7,72,19.9,4.8,ESE,4.83,16.1,ESE,25.3,26.6,26.6,---,747.6,0,0,0,0,0,---,---,---,0,0.292,19.8,38,5.1,18.3,7.55,1.1753,0.05,1403,1,100,60
10/12/14,12:00 AM,25.4,25.5,25.3,71,19.8,6.4,ESE,6.44,22.5,SE,25.4,26.6,26.6,---,747.3,0,0,0,0,0,---,---,---,0,0.296,20,38,5.2,18.6,7.55,1.174,0.05,1404,1,100,60
